단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
지긋지긋/지겹다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12373,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236796/IMG000232377_700X466.jpg,두 주먹의 1·5지를 펴서 5지 끝을 이마 양옆에 댔다가 밖으로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733669/MOV000257978_700X466.mp4
싫다/싫어하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23960,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228157/IMG000221234_700X466.jpg,오른 주먹의 1·5지를 펴서 약간 구부려 끝을 턱에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633247/MOV000255247_700X466.mp4
습기,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11977,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/235130/IMG000230226_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 손등이 밖으로 손끝이 오른쪽으로 향하게 편 왼 손등에 오른손의 5지 등을 대면서 나머지 손가락을 모아 5지 바닥에 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040229/MOV000360667_700X466.mp4
제화,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11854,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210113/799000/IMG000358240_700X466.jpg,"두 주먹의 1·5지를 펴서 1지 끝이 위로 향하게 하여 5지 끝을 머리 양쪽에 댄 다음, 두 주먹의 1지를 펴서 반쯤 구부려 양쪽으로 두 번 당긴다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732645/MOV000258824_700X466.mp4
일반/대개/보통/평범하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11779,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/236142/IMG000231518_700X466.jpg,두 주먹의 1·5지를 펴서 약간 구부려 끝이 밖으로 향하게 하여 맞댔다가 양옆으로 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630904/MOV000257273_700X466.mp4
구역/지역/구,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11233,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218010/IMG000209421_700X466.jpg,1·5지를 편 두 주먹을 마주 보게 모로 세워 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629990/MOV000240935_700X466.mp4
물,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10981,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230033/IMG000223602_700X466.jpg,오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631859/MOV000250834_700X466.mp4
논/답,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23933,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230344/IMG000224029_700X466.jpg,오므려 세운 오른손을 입 앞에서 밖으로 향하게 하여 약간 내밀며 손을 벌려 편다.(상대방에게 답을 하는 경우),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200901/739060/MOV000251190_700X466.mp4
연못/못/호수,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10813,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234768/IMG000229761_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 왼손을 반쯤 구부려 손끝이 밖으로 향하게 모로 세우고 그 오른쪽에서 오른손을 펴서 손바닥이 위로 향하게 하여 오른쪽으로 한바퀴 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615449/MOV000237684_700X466.mp4
카드,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9962,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236447/IMG000231934_700X466.jpg,오른 주먹의 1·5지를 펴서 약간 구부려 끝이 밖으로 향하게 하여 아래로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191024/630549/MOV000257612_700X466.mp4
잠수,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9568,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237360/IMG000233005_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 손등이 위로 손끝이 오른쪽으로 향하게 편 왼손 아래에서 오른 주먹의 1·2지를 펴서 등이 밖으로 끝이 위로 향하게 세워 번갈아 움직이면서 아래로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005700/MOV000359825_700X466.mp4
강하다/견고하다/굳다/단단하다/딱딱하다/공고하다/세다/억세다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8608,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227838/IMG000220869_700X466.jpg,오른 주먹의 1·5지를 펴서 약간 구부려 오른쪽 어깨 높이에서 가슴 앞으로 힘주어 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629708/MOV000248694_700X466.mp4
강,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8511,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227748/IMG000220714_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 오른손을 펴서 손바닥이 위로 손끝이 왼쪽으로 향하게 하여 상하로 약간 흔들며 오른쪽으로 이동시킨다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732419/MOV000248576_700X466.mp4
감투/관,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8510,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227739/IMG000220699_700X466.jpg,1·5지를 펴서 벌린 두 주먹을 머리 위에서 머리로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739498/MOV000248564_700X466.mp4
보청기,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8485,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210217/813661/IMG000358462_700X466.jpg,오른 주먹의 1‧5지를 펴서 약간 구부려 오른쪽 귀 뒤에 건다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734987/MOV000253895_700X466.mp4
상식,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7946,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233788/IMG000228457_700X466.jpg,"두 주먹의 1·5지를 펴서 약간 구부려 끝이 밖으로 향하게 하여 맞댔다가 양옆으로 벌린 다음, 오른손을 펴서 손등이 밖으로 향하게 세워 4지 옆면을 머리 오른쪽에 두 번 댔다 뗀다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733317/MOV000254805_700X466.mp4
속다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7798,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233617/IMG000228330_700X466.jpg,오른 주먹의 1·5지를 벌려 펴서 약간 구부려 턱 양옆에 댔다가 떼면서 4지 옆면이 닿게 왼 손바닥에 힘주어 내려놓는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735654/MOV000254701_700X466.mp4
두껍다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7410,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/229955/IMG000223501_700X466.jpg,오른 주먹의 1·5지를 펴서 약간 오므렸다가 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010168/MOV000360143_700X466.mp4
기독교/예수교,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7338,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/228805/IMG000222056_700X466.jpg,"오른 주먹의 1·5지를 펴서 끝을 이마에 댄 다음, 손끝이 밖으로 향하게 모로 세운 왼 손바닥에 오른 주먹의 1지를 펴서 옆면을 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038768/MOV000360232_700X466.mp4
완장/팔띠,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7209,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235646/IMG000230898_700X466.jpg,오른손의 1지와 5지 사이를 벌려 왼팔에 대고 오른쪽으로 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735637/MOV000256787_700X466.mp4
예사/예삿일,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7192,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/235011/IMG000230160_700X466.jpg,"1·5지 끝이 밖으로 1지 등이 위로 향하게 편 두 주먹을 맞댔다가 양옆으로 벌린 다음, 두 손을 펴서 손끝이 밖으로 손바닥이 위로 향하게 하여 양옆으로 붙였다 벌리는 동작을 두 번 반복한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733256/MOV000256187_700X466.mp4
챔피언/우승자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10106,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215819/IMG000206891_700X466.jpg,"오른 주먹의 1지를 펴서 왼쪽 어깨에 댄 다음, 오른 주먹의 4·5지를 펴서 5지 끝을 코끝에 대고 왼 주먹의 4·5지를 펴서 5지 끝을 오른 주먹의 4지 끝에 대고 일렬로 세워 짧게 힘주어 밖으로 내밀고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005790/MOV000359844_700X466.mp4
안경,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7000,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/235166/IMG000230288_700X466.jpg,두 주먹의 1·5지를 둥글게 구부려 양쪽 눈앞에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627699/MOV000256291_700X466.mp4
기관지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6716,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201209/784234/IMG000356874_700X466.jpg,오른 주먹의 1·5지를 펴서 약간 구부려 목 위쪽에 댔다가 목 아래쪽으로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734911/MOV000249474_700X466.mp4
교파/종파,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6673,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227615/IMG000220534_700X466.jpg,"왼손을 펴서 손바닥이 밖으로 손끝이 위로 향하게 세우고, 약간 구부려 편 오른 주먹의 1·5지 끝으로 왼 손바닥을 스쳐 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010113/MOV000360102_700X466.mp4
비/강우/비가 내리다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6463,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232120/IMG000226337_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 두 손을 펴서 손끝이 아래로 손등이 밖으로 향하게 하여 상하로 두 번 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627272/MOV000253082_700X466.mp4
국,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6362,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229533/IMG000222921_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 약간 구부린 왼손 위에서 손바닥이 위로 향하게 편 오른손을 왼쪽으로 두 바퀴 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627224/MOV000250285_700X466.mp4
선언/천명,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1228,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214257/IMG000205171_700X466.jpg,"오른 주먹의 1지를 펴서 끝으로 하늘을 가리킨 다음, 오른 주먹의 1지 끝을 입에 댔다가 힘주어 밖으로 비스듬히 내리며 1지 끝이 밖으로 향하게 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345800/MOV000238191_700X466.mp4
수원/수원시,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6110,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232466/IMG000226768_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039496/MOV000360413_700X466.mp4
수요일,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6109,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232464/IMG000226765_700X466.jpg,"오른 주먹의 1·5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 두 주먹의 1·5지를 펴서 1지가 위로 향하게 하여 가슴 앞에서 동시에 위로 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20211216/915901/MOV000359349_700X466.mp4
알맞다/적정/적당하다/적절하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6032,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190723/603686/IMG000355729_700X466.jpg,"오른 주먹의 1·5지를 펴서 약간 구부린 끝을, 왼 손바닥에 상하로 대었다가 좌우로 돌려댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632030/MOV000259510_700X466.mp4
이탈리아,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235816/IMG000231125_700X466.jpg,"오른 주먹을 머리 오른쪽에, 왼 주먹을 턱 오른쪽에 대고 손목을 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047365/MOV000361242_700X466.mp4
거부권,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5804,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/226072/IMG000218752_700X466.jpg,"오른 주먹의 1‧5지를 펴서 벌려 바닥을 턱에 대고 머리를 좌우로 흔든 다음, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010098/MOV000360087_700X466.mp4
평상/평상시/평소,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5624,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210082/IMG000200073_700X466.jpg,"두 주먹의 1·5지를 펴서 약간 구부려 끝이 밖으로 향하게 하여 맞댔다가 양옆으로 벌린 다음, 손끝이 위로 손바닥이 오른쪽으로 향하게 세운 왼 손바닥에 오른손의 5지 끝을 대고 밖으로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615426/MOV000234500_700X466.mp4
네팔,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5333,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20171008/467018/IMG000354313_700X466.jpg,오른 주먹의 1·5지를 펴서 끝이 밖으로 향하게 하여 상하로 움직이며 왼쪽에서 오른쪽으로 이동시킨다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047292/MOV000361197_700X466.mp4
나누기/나눗셈/제하기,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4747,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227735/IMG000220691_700X466.jpg,"왼 주먹의 1지를 펴서 끝이 오른쪽으로 향하게 하고, 오른 주먹의 1·5지를 펴서 구부려 왼 주먹의 1지에 ‘÷’ 모양이 되게 끼운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735600/MOV000248556_700X466.mp4
